id,ident,type,name,latitude_deg,longitude_deg,num_hangars,runaway_length,runaway_width
9744,2S5,small_airport,Waterville Airport,47.65599823,-120.0559998,2,1026,5
9745,2S6,small_airport,Sportsman Airpark,45.29570007,-122.9550018,2,1305,5
9746,2SC2,heliport,South Carolina Pipeline Heliport,34.07030106,-80.91110229,6,,
9747,2SC3,seaplane_base,Melrose Landing Seaplane Base,32.1391983,-80.86810303,3,,
9748,2SC4,seaplane_base,Salty Fare Landng Seaplane Base,32.23389816,-80.7542038,3,,
9749,2SC5,small_airport,Ridgewood Air Airport,34.29169846,-82.05390167,3,1329,5
9750,2SC6,heliport,Sled Heliport,34.06610107,-81.11560059,6,,
9751,2SC7,small_airport,Laurel Hill Farms Airport,33.05170059,-79.54139709,4,1015,6
9752,2SC8,small_airport,Gaston Airport,33.78680038,-81.09480286,3,1379,5
45779,2SC9,small_airport,Mcintosh Airport,33.750278,-79.957778,4,1336,6
9753,2SD0,small_airport,Paradise Valley Airport,44.16360092,-103.4789963,3,1355,5
9754,2SD1,heliport,Mc Kennan Hospital Heliport,43.53409958,-96.71499634,3,,
9755,2SD2,small_airport,Pepper Port Airport,43.10580063,-98.93039703,3,1104,5
9756,2SD3,small_airport,Bollweg Farm Airport,44.56330109,-99.72509766,4,1002,5
9757,2SD4,small_airport,Nicolaisen Airport,43.68330002,-98.26529694,2,1494,7
9758,2SD5,heliport,Sturgis Heliport,44.39780045,-103.5090027,10,,
9759,2SD6,heliport,Avera Heart Hospital of South Dakota Heliport,43.49079895,-96.77970123,9,,
9760,2SD7,small_airport,Dangel Airport,43.33330154,-97.06279755,3,1497,6
9761,2SD8,small_airport,Bixler Ridge Airport,43.04560089,-96.93910217,4,1394,7
9762,2SD9,small_airport,Tc Field,45.45220184,-99.01010132,2,1043,7
9763,2T2,small_airport,Percival Springs Airport,39.01390076,-88.53890228,4,1262,7
9764,2T5,small_airport,Hahn Sky Ranch Airport,43.46640015,-88.29090118,2,1464,5
9765,2T7,heliport,Van Camp's Heliport,42.01919937,-83.84860229,3,,
9766,2TA0,heliport,Darmar Medical Emergency Heliport,29.78910065,-95.79969788,11,,
9767,2TA1,small_airport,Gravco STOLport,31.39019966,-94.69100189,4,1069,6
9768,2TA2,heliport,The Medical Center of Mesquite Heliport,32.77939987,-96.60109711,9,,
9769,2TA3,small_airport,Triangle Ranch Private Airport,31.71820068,-104.5979996,4,1381,5
9770,2TA4,small_airport,Mario's Flying Pizza Airport,29.74769974,-96.29270172,3,1303,6
9771,2TA5,heliport,Port O'Connor Base (Ehi) Heliport,28.46969986,-96.49189758,12,,
9772,2TA6,small_airport,Pyramid Ranch Airport,31.86269951,-96.19750214,2,1072,7
9773,2TA7,heliport,Era Helicopters Sabine Base Heliport,29.69630051,-93.95659637,4,,
9774,2TA8,small_airport,El Coyote Ranch Airport,26.85840034,-98.22200012,4,1188,7
9775,2TA9,small_airport,A M I G O For Christ Airport,32.66040039,-97.84200287,2,1315,6
9776,2TE0,small_airport,Eagle Air Park,28.98220062,-95.57969666,2,1371,5
9777,2TE1,heliport,Republic Helicopters Heliport,29.32859993,-95.06189728,9,,
9778,2TE2,small_airport,Flying Oaks Airport,32.83069992,-97.53359985,3,1394,7
9779,2TE3,small_airport,Weems Farm Airport,33.2942009,-96.92810059,4,1049,6
9780,2TE4,small_airport,Frels Airport,29.17919922,-96.3227005,2,1290,5
9781,2TE5,small_airport,Piano Ranch Airport,29.69510078,-97.16329956,3,1096,6
9782,2TE6,small_airport,Burris Ranch Airport,28.88780022,-98.0503006,4,1345,6
9783,2TE7,small_airport,Beach Ranch Airport,33.228167,-101.13535,3,1088,6
9784,2TE8,small_airport,Wagner-Braxdale Airport,28.67830086,-99.79869843,2,1422,6
9785,2TE9,heliport,Cuero Community Hospital Heliport,29.11330032,-97.28330231,11,,
9786,2TN0,heliport,Hospital Wing Heliport,35.14179993,-90.02680206,5,,
9787,2TN1,heliport,Baptist Memorial Hospital Heliport,35.74309921,-89.53939819,9,,
9788,2TN2,small_airport,Wings Field,35.22359848,-89.18890381,4,1192,5
9789,2TN3,heliport,Oak Ridge Heliport,36.00149918,-84.24739838,3,,
9790,2TN4,small_airport,Shoemaker-Shelby Forest Airport,35.31809998,-90.03530121,2,1079,5
9791,2TN5,heliport,Athens Regional Medical Center Heliport,35.43560028,-84.59989929,5,,
9792,2TN6,heliport,Baptist Hospital Heliport,36.13759995,-86.73889923,5,,
9793,2TN7,small_airport,Wolf Creek Airport,35.8044014,-84.415802,3,1165,5
9794,2TN8,small_airport,Soggy Bottom Airport,36.01800156,-85.93599701,3,1228,6
9795,2TN9,heliport,Baptist Memorial Hospital Heliport,36.41400146,-89.04669952,12,,
9796,2TS0,small_airport,Myska Field,33.15570068,-97.13809967,4,1463,5
9797,2TS1,heliport,Titus Regional Medical Center Heliport,33.17610168,-94.97080231,12,,
9798,2TS2,small_airport,Shofner Farms Airport,26.16839981,-97.7335968,2,1179,7
9799,2TS3,small_airport,Tigerbird Field,31.67930031,-97.24060059,4,1421,7
9800,2TS4,small_airport,Circle R Ranch Airport,32.13970184,-95.97029877,2,1214,6
9801,2TS5,small_airport,Hedley Airport,34.89369965,-100.6100006,3,1378,5
9802,2TS6,small_airport,Eagle's Nest Estates Airport,32.51259995,-96.92669678,2,1152,7
9803,2TS7,heliport,Jamak Fabrication Heliport,32.78120041,-97.81639862,7,,
9804,2TS8,small_airport,Bailey Airport,29.22050095,-97.87169647,2,1320,6
9805,2TS9,heliport,Dps-Tyler Heliport,32.31399918,-95.2390976,8,,
9806,2TX0,small_airport,Blue Sky Airfield,35.0644989,-101.848999,4,1216,7
9807,2TX1,small_airport,Russell Paradise Airport,29.22520065,-98.38359833,2,1304,5
9808,2TX2,small_airport,Ray Smith Farm Airport,32.0265007,-98.01000214,3,1451,6
9809,2TX3,small_airport,La Fonda Ranch Airport,29.21689987,-100.6169968,2,1100,6
9810,2TX4,small_airport,Lewis Ranch Airport,27.98360062,-99.37670135,3,1373,7
9811,2TX5,small_airport,Berry Airport,31.45350075,-97.75140381,3,1343,7
9812,2TX6,small_airport,Everitt Airport,33.68180084,-101.6679993,2,1275,5
9813,2TX7,small_airport,Jw Airport,33.09460068,-97.39610291,4,1235,6
9814,2TX8,small_airport,Eagle's Landing Airport,33.30820084,-97.37969971,3,1216,6
9815,2TX9,heliport,Ethyl Corp Heliport,29.74110031,-95.17079926,3,,
9816,2U0,small_airport,Smith Prairie Airport,43.49850082,-115.5479965,3,1218,7
9817,2U4,small_airport,Rockford Municipal Airport,43.19020081,-112.5319977,3,1125,6
9818,2U5,small_airport,Shearer /Usfs/ Airport,45.99160004,-114.8410034,4,1369,5
9819,2U7,small_airport,Stanley Airport,44.20849991,-114.9349976,2,1136,5
9820,2U8,small_airport,Thomas Creek Airport,44.72629929,-115.0029984,4,1226,5
9821,2UT2,small_airport,High Meadow Ranch Airport,37.52080154,-112.6419983,3,1206,6
9822,2UT3,small_airport,Fort Ranch Airport,41.49219894,-112.5910034,3,1107,6
9823,2UT4,heliport,Heber Valley Hospital Heliport,40.49020004,-111.4059982,7,,
9824,2V3,small_airport,Hartenbower Hectares Airport,41.18149948,-89.146698,4,1470,5
14130,2VA,small_airport,Zangger Vintage Airpark,43.45140076,-96.40589905,4,1400,6
9825,2VA0,small_airport,Red Birds Airyard Airport,37.11259842,-79.60919952,3,1029,5
9826,2VA1,small_airport,Jett Airpark,37.89599991,-76.35520172,2,1449,7
9827,2VA2,small_airport,Melville Airstrip,37.14599991,-76.79000092,2,1245,6
9828,2VA3,small_airport,Merlin Aerodrome,37.31499863,-77.8660965,3,1483,6
9829,2VA4,heliport,Winchester Medical Center Heliport,39.19509888,-78.19190216,10,,
9830,2VA5,small_airport,Rosegill Farm Airstrip,37.63069916,-76.56500244,4,1355,5
9831,2VA6,small_airport,Arrowhead Point Airport,37.62379837,-76.60109711,2,1112,7
9832,2VA7,heliport,Virginia Beach General Hospital Heliport,36.86629868,-76.02580261,5,,
9833,2VA8,small_airport,Brandywyne Farms Airport,36.68379974,-76.83000183,3,1478,5
9834,2VA9,small_airport,Airlie Airport,38.75790024,-77.78720093,3,1272,5
45520,2VE2,heliport,Spring Valley Hospital Heliport,36.090833,-115.239167,8,,
9835,2VG2,small_airport,Upperville Airport,38.97180176,-77.86969757,2,1310,6
9836,2VG3,small_airport,Cub Haven Airport,38.54859924,-78.87110138,2,1074,6
9837,2VG4,heliport,Deer Run Heliport,37.88769913,-78.86190033,12,,
9838,2VG5,heliport,Breeden Company Heliport,36.83129883,-76.06600189,9,,
9839,2VG6,heliport,Rychlk Heliport,38.76079941,-77.62969971,3,,
9840,2VG7,small_airport,Seven Gables Airport,38.16389847,-77.84999847,4,1276,6
9841,2VG8,small_airport,Folly Neck Airport,37.87220001,-76.73110199,2,1272,6
9842,2VG9,heliport,Sentara Williamsburg Regional Medical Center Heliport,37.33539963,-76.74069977,4,,
9843,2VT2,seaplane_base,Northern Lights Seaplane Base,44.87279892,-73.28170013,3,,
9844,2W1,small_airport,De Vere Field,47.17760086,-120.8529968,4,1279,5
9845,2W2,small_airport,Clearview Airpark,39.46699905,-77.01740265,4,1045,5
9846,2W3,small_airport,Swanson Airport,46.8716011,-122.2570038,2,1163,5
9847,2WA0,heliport,Pcfd Nr 26 Heliport,47.14479828,-121.6360016,4,,
9848,2WA1,small_airport,Diamond Point Airstrip,48.09260178,-122.9290009,2,1152,7
9849,2WA2,seaplane_base,Quartermaster Harbor Seaplane Base,47.37950134,-122.4449997,3,,
9850,2WA3,small_airport,Stuart Island West Airport,48.68450165,-123.2099991,2,1031,5
9851,2WA5,heliport,Coulee Community Hospital Heliport,47.9457016,-119.0009995,4,,
9852,2WA6,small_airport,Rice Ranch Airport,47.99819946,-119.0889969,2,1391,5
9853,2WA8,small_airport,Kramer Ranch Airport,47.38169861,-118.2969971,2,1221,5
9854,2WA9,small_airport,Touchet Valley Airport,46.28919983,-118.1009979,3,1278,5
9855,2WI0,small_airport,Bender's Airport,44.85269928,-89.60009766,3,1250,5
9856,2WI1,small_airport,Uff-Da Airport,42.9435997,-89.28659821,4,1067,6
9857,2WI2,small_airport,Shullsburg Airport,42.55690002,-90.2276001,4,1137,5
9858,2WI3,heliport,Milwaukee County Medical Complex Heliport,43.04150009,-88.02310181,11,,
9859,2WI4,small_airport,Plows & Props Airport,42.64279938,-88.3986969,4,1259,7
9860,2WI5,small_airport,Blair Lake Airport,46.09740067,-90.16320038,4,1088,6
9861,2WI6,small_airport,Matson Airport,42.91360092,-89.186203,3,1316,5
9862,2WI7,small_airport,Hecklers' Strip,42.96969986,-89.66539764,4,1300,6
9863,2WI8,small_airport,Davies Airport,43.59749985,-87.77899933,3,1349,6
9864,2WI9,small_airport,Bulldog Ranch Airport,43.75999832,-89.63480377,4,1499,7
9865,2WN2,small_airport,Gaffney Airport,43.65420151,-89.63030243,3,1045,6
9866,2WN3,small_airport,Curns Airport,44.35789871,-88.76139832,2,1072,7
9867,2WN4,small_airport,Mcfaul Airport,44.33940125,-88.78119659,2,1249,5
9868,2WN5,small_airport,Murmuring Springs Airport,44.00640106,-90.01920319,2,1460,5
9869,2WN6,small_airport,Cunningham Airport,44.52970123,-90.41929626,4,1102,5
9870,2WN7,small_airport,Planeacres Airport,43.94869995,-88.67320251,3,1334,6
45927,2WN8,small_airport,Oshkosh Sky Ranch Airport,44.015228,-88.714269,4,1148,7
9871,2WN9,small_airport,Hillcrest Airport,45.8451004,-120.7009964,2,1178,6
45930,2WS2,small_airport,Connor'S Lake Landing,45.913686,-92.293239,4,1424,6
45921,2WS3,small_airport,C. R. Acres Airport,44.280428,-88.093578,2,1377,7
9872,2WV2,heliport,Louis A. Johnson Va Medical Center Heliport,39.10240173,-80.36209869,10,,
9873,2WV3,small_airport,Hales Landing Airport,39.11719894,-81.39170074,3,1095,6
9874,2WV5,small_airport,Willow Bend Airport,37.54669952,-80.51830292,3,1391,7
9875,2WV6,heliport,West Virginia State Police Heliport,40.05310059,-80.72470093,8,,
9876,2WY3,small_airport,Haas Airport,43.00719833,-110.3170013,2,1367,7
9877,2WY4,heliport,Raco 1 Heliport,41.15810013,-104.4459991,7,,
9878,2WY8,small_airport,Bar Flying E Airport,44.40439987,-109.2819977,4,1120,6
9879,2X2,seaplane_base,Willow Seaplane Base,61.74399948,-150.0590057,3,,
9880,2XA0,small_airport,Foard County Airport,33.97930145,-99.71289825,4,1071,6
9881,2XA1,small_airport,El Caballero Airport,28.13240051,-98.93219757,3,1158,6
9882,2XA2,small_airport,Knape Airport,29.22039986,-95.31089783,3,1202,5
9883,2XA3,heliport,North Cypress Medical Center Heliport,29.92630005,-95.63249969,12,,
9884,2XA4,small_airport,Flying S Ranch Airport,33.5807991,-96.8003006,3,1450,5
9885,2XA5,small_airport,Someday Ranch Airport,29.80369949,-97.69120026,2,1278,6
9886,2XA6,heliport,Red Berry Heliport,29.43470001,-98.4178009,3,,
9887,2XA7,small_airport,Tailwheel Airport,32.61500168,-94.76560211,2,1490,7
45800,2XA8,heliport,Air Evac 53 Heliport,31.694167,-96.169722,7,,
45841,2XA9,heliport,Rolling Plains Hospital Heliport,32.452367,-100.397167,6,,
9888,2XS0,heliport,Columbia Valley Regional Heliport,25.97750092,-97.51580048,10,,
9889,2XS1,small_airport,Harris Ranch Airport,30.21969986,-98.30259705,2,1304,6
9890,2XS2,small_airport,Indio-Faith Airport,28.26280022,-100.1620026,4,1310,6
9891,2XS3,small_airport,Glad Oaks Airport,32.01679993,-95.70020294,4,1394,7
9892,2XS4,small_airport,Skida Patch Airport,33.66139984,-96.40640259,2,1451,5
9893,2XS5,small_airport,Cross Triangle Ranch Airport,30.01049995,-98.4253006,2,1481,7
9894,2XS6,small_airport,Foster Ranch Airport,29.72109985,-99.57119751,3,1148,6
9895,2XS7,small_airport,Annandale Ranch Airport,29.45019913,-99.68370056,3,1452,7
9896,2XS8,small_airport,Benson Airstrip,29.22940063,-99.82389832,3,1024,6
9897,2XS9,heliport,Uvalde County Hospital Authority Heliport,29.21409988,-99.76779938,12,,
9898,2Y0,small_airport,Primghar Airport,43.07799911,-95.61430359,2,1462,5
9899,2Y1,small_airport,Drake Airport,42.31669998,-93.41690063,4,1467,7
9900,2Y2,small_airport,Hawarden Municipal Airport,43.03689957,-96.49310303,2,1082,6
9901,2Y3,seaplane_base,Yakutat Seaplane Base,59.5625,-139.7409973,3,,
9902,2Z1,seaplane_base,Entrance Island Seaplane Base,57.41220093,-133.4389954,3,,
9903,2Z2,small_airport,Eureka Creek Airport,65.17590332,-150.220993,3,1420,7
9904,2Z3,small_airport,Eva Creek Airport,64.04199982,-148.8630066,4,1273,6
9905,2Z5,seaplane_base,Chena River Seaplane Base,64.832901,-147.8480072,3,,
9906,2Z6,seaplane_base,False Island Seaplane Base,57.53219986,-135.2129974,3,,
9907,30AK,small_airport,Doyle Estates Airport,60.50279999,-151.2599945,2,1005,7
9908,30AR,small_airport,Phalanx Airport,35.54436111,-92.0561676,2,1149,5
9909,30AZ,small_airport,Gila Compressor Station Airport,33.25,-112.8130035,4,1147,6
9910,30CA,heliport,Indian Valley Hospital Heliport,40.1332016,-120.9300003,8,,
9911,30CL,heliport,Long Beach Memorial Medical Center Heliport,33.80830002,-118.1869965,11,,
9912,30CO,small_airport,Coyote Creek Ranch Airport,38.67250061,-105.3359985,2,1351,6
9913,30F,small_airport,Lakeview Airport,33.13209915,-97.0141983,3,1003,6
9914,30FA,heliport,Florida Hospital Lake Placid Heliport,27.32049942,-81.37049866,11,,
9915,30FD,heliport,City of Fort Lauderdale Heliport,26.12400055,-80.14420319,8,,
9916,30FL,heliport,Columbia Putnam Community Hospital Heliport,29.6427002,-81.69259644,6,,
9917,30GA,small_airport,Elliott Field,34.45899963,-84.1812973,3,1064,5
45386,30ID,small_airport,Mason Airport,42.432222,-114.166389,4,1139,6
9918,30II,heliport,Reid Hospital Heliport,39.84560013,-84.8852005,8,,
9919,30IL,heliport,Clay County Hospital Heliport,38.6794014,-88.47250366,3,,
9920,30IN,small_airport,Wigent Airport,41.20920181,-85.45800018,2,1429,7
9921,30IS,small_airport,Aero Lake Estates Airport,42.07720184,-88.62509918,2,1435,7
9922,30KS,small_airport,Tyler Airport,37.13230133,-97.0734024,3,1330,5
9923,30KY,heliport,Wayne County Hospital Heliport,36.81949997,-84.86740112,12,,
9924,30LA,seaplane_base,Venice Base Heliport & Seaplane Base,29.27109909,-89.35579681,3,,
9925,30LL,small_airport,Williams Airpark,39.75419998,-90.36540222,4,1416,5
9926,30LS,heliport,Rotorcraft Heliport,30.15239906,-91.95069885,9,,
9927,30M,small_airport,Tunica Airport,34.66680145,-90.3667984,2,1475,7
9928,30MA,heliport,Clinton Hospital Heliport,42.42789841,-71.69280243,11,,
9929,30MI,small_airport,Wolverton's Field,41.85919952,-86.32779694,4,1173,5
46289,30MN,heliport,Albert Lea Medical Center Heliport,43.652697,-93.371586,11,,
9930,30MO,small_airport,Matzie Airport,37.64590073,-92.49459839,4,1234,5
9931,30NC,small_airport,Happy Bottom Airport,36.04859924,-80.45690155,4,1470,5
9932,30NE,small_airport,Rs Ag-Land Airport,40.35580063,-98.68309784,2,1124,7
9933,30NJ,heliport,Hillside Farm Heliport,40.39229965,-74.77909851,6,,
45538,30NM,heliport,Crusader Heliport,36.116389,-103.096667,9,,
9934,30NY,small_airport,Coye Field,42.75009918,-77.55809784,2,1145,5
9935,30OH,heliport,Bahl Helistop,40.75699997,-82.55020142,7,,
9936,30OK,small_airport,Lobo Field,34.91680145,-96.2335968,3,1100,5
9937,30OR,small_airport,Bero Field,45.80260086,-123.2799988,2,1376,6
9938,30PA,small_airport,Kings Airport,40.26789856,-75.43659973,2,1119,5
45762,30PN,heliport,Pittsburgh Children'S Hospital Heliport,40.466389,-79.953056,11,,
9939,30TA,small_airport,Tri-Modal Air Park,30.59189987,-97.72250366,4,1037,6
9940,30TE,small_airport,Cone Airport,33.81119919,-101.3960037,2,1153,5
9941,30TS,small_airport,Hall Airport,32.82849884,-94.71880341,4,1299,5
9942,30TX,small_airport,Farmer's Co-Op Airport,26.13559914,-97.69470215,3,1058,6
9943,30VA,heliport,Clinch Valley Medical Center Heliport,37.09460068,-81.82099915,7,,
9944,30W,seaplane_base,Sweetwater Bay Seaplane Base,44.95190048,-87.80840302,3,,
9945,30WA,small_airport,Weller Canyon Airport,46.31489944,-118.1780014,2,1301,6
9946,30WI,small_airport,Chambers Island Airport,45.19189835,-87.35929871,2,1168,7
46290,30XA,heliport,Emergency Room At Magnolia Heliport,33.220347,-96.913628,11,,
9947,30XS,small_airport,"Farwell Spraying Service, Inc Airport",34.38230133,-103.0179977,4,1099,7
9948,31A,small_airport,Sugar Valley Airport,35.98540115,-80.51119995,2,1360,7
9949,31AK,small_airport,Dalrymple's Airport,64.832901,-147.4250031,2,1151,7
9950,31AR,heliport,Van Buren County Memorial Hospital Heliport,35.57590103,-92.45349884,3,,
9951,31AZ,small_airport,Benson Airport,31.96369934,-110.2600021,2,1138,7
9952,31CA,heliport,Baldwin Base Heliport,33.69390106,-117.8320007,10,,
9953,31CL,heliport,Presbyterian Intercommunity Hospital Heliport,33.97109985,-118.0490036,8,,
9954,31CO,heliport,Montrose Memorial Hospital Heliport,38.48049927,-107.8690033,3,,
45338,31CT,heliport,Quiet Corner Heliport,41.854767,-71.928483,12,,
9955,31D,small_airport,Inter County Airport,40.33340073,-79.77919769,2,1269,7
9956,31FA,small_airport,S & S Avion Ranch Airport,28.95919991,-82.13420105,2,1153,7
9957,31FD,heliport,Florida State Hospital Heliport,30.70630074,-84.8423996,7,,
9958,31FL,small_airport,Tedford Ranch Airport,28.04339981,-81.01920319,4,1383,6
9959,31GA,heliport,Wgcl-Tv Heliport,33.78739929,-84.40110016,7,,
9960,31II,small_airport,Rising Sun Airport,38.92589951,-84.91190338,2,1370,6
9961,31IL,heliport,Tamms Correctional Center Heliport,37.25279999,-89.2806015,12,,
9962,31IN,small_airport,Timber House Airport,40.28499985,-86.85639954,3,1333,6
9963,31IS,heliport,Mason District Hospital Heliport,40.30780029,-90.05460358,10,,
9964,31KS,small_airport,Mills Field,37.99580002,-97.92949677,3,1461,7
9965,31KY,small_airport,Wild Blue Airport,38.11059952,-84.32219696,2,1022,5
9966,31LA,heliport,Iota Volunteer Fire Department Heliport,30.329583,-92.497022,8,,
9967,31LL,small_airport,Seeman Airport,40.77859879,-88.66619873,3,1059,5
9968,31LS,heliport,Helicopter Management Heliport,30.03420067,-91.86430359,8,,
9969,31MA,small_airport,Norm's Field,42.26200104,-72.40809631,2,1069,6
9970,31MI,small_airport,Rentz Ultralightport,41.77980042,-86.17720032,3,1202,6
9971,31MN,seaplane_base,Peterson Seaplane Base,45,-93.41970062,3,,
9972,31MO,small_airport,Hannah Airport,40.10549927,-94.74330139,4,1290,5
9973,31NC,heliport,Presbyterian Hospital Huntersville Heliport,35.40670013,-80.85919952,10,,
9974,31NE,small_airport,Grimm Farm Airport,42.75500107,-97.70510101,3,1099,7
9975,31NJ,heliport,Atlantic City Medical Center-Mainland Division Heliport,39.47930145,-74.53929901,4,,
9976,31NY,heliport,Troop E Heliport,42.95840073,-77.33719635,3,,
9977,31OH,heliport,Au Heliport,40.77310181,-82.56269836,10,,
9978,31OK,heliport,Siegfried Point Heliport,36.48649979,-94.99079895,5,,
9979,31OR,heliport,Heli-Jet Heliport,44.06209946,-123.1449966,4,,
9980,31PA,heliport,Foxcatcher Farm Heliport,39.9978981,-75.41519928,8,,
45742,31PN,heliport,Control Dynamics Heliport,40.209167,-75.081389,3,,
9981,31TA,small_airport,Vitek Field,30.72940063,-97.4253006,4,1350,7
9982,31TE,heliport,Tenneco Lab Helistop,29.72299957,-95.47109985,3,,
9983,31TS,small_airport,Flyers Field,33.19039917,-96.18910217,3,1350,6
9984,31TX,small_airport,Scott Airport,31.59679985,-97.33000183,3,1309,7
9985,31VA,small_airport,Aberdeen Field,37.0237999,-76.58860016,2,1443,5
9986,31WA,heliport,Mary Bridge Heliport,47.26169968,-122.4540024,8,,
9987,31WI,small_airport,Mcdermott Air Park,43.00719833,-88.60199738,4,1339,6
9988,31WN,small_airport,Berlin Field,43.99160004,-88.96260071,3,1276,5
9989,31XS,small_airport,Fly-N-Ski Airport,33.18370056,-96.27030182,3,1104,6
9990,32AK,small_airport,Hardrock Field,64.90930176,-147.9140015,3,1455,6
9991,32AR,heliport,Stuttgart Memorial Hospital Heliport,34.517778,-91.559722,3,,
45295,32AZ,heliport,Scottsdale Healthcare Thompson Peak Hosp Heliport,33.67,-111.922222,9,,
9992,32CA,small_airport,Stone Airstrip,36.33330154,-119.8249969,4,1378,6
9993,32CL,small_airport,Bob's Flying Service Inc Airport,38.83319855,-121.7180023,3,1299,6
9994,32CN,heliport,Pacific Bell-2300 Imperial Hwy Heliport,33.97999954,-118.3820038,11,,
9995,32CO,small_airport,Braun Airport,38.45529938,-105.0839996,3,1356,6
9996,32FA,small_airport,Sunset Strip Airpark,27.23419952,-80.90370178,2,1026,7
9997,32FD,heliport,Kearney Construction Heliport,27.90439987,-82.38330078,12,,
9998,32FL,heliport,Meyer Heliport,28.50139999,-81.44419861,9,,
9999,32GA,small_airport,Sebastian Cove Airport,33.45420074,-83.27780151,2,1362,5
10000,32II,small_airport,Roberts Airport,38.81639862,-85.10630035,3,1374,5
10001,32IL,heliport,Village of Tamms Heliport,37.23889923,-89.26580048,4,,
10002,32IN,heliport,Roto-Whirl/Ski World Heliport,39.15499878,-86.29720306,11,,
10003,32IS,small_airport,Baker Airport,40.13529968,-91.00959778,2,1257,5
10004,32KS,small_airport,Wilkens Airport,38.5931015,-100.612999,3,1386,6
10005,32KY,heliport,St Elizabeth Medical Center South Heliport,39.01029968,-84.55690002,8,,
10006,32LA,heliport,A B Dock Services Heliport,29.77359962,-93.34999847,7,,
10007,32LL,small_airport,The Sandbox Airport,41.70420074,-90.25980377,4,1310,7
10008,32LS,small_airport,Stevens Strip,30.41959953,-90.35900116,3,1360,6
10009,32MA,heliport,North Adams Regional Hospital Heliport,42.707901,-73.10900116,10,,
10010,32MD,small_airport,Roseland Airport,39.18939972,-75.87680054,2,1012,5
10011,32MI,heliport,William Beaumont Hospital Heliport,42.51499939,-83.19280243,9,,
10012,32MN,small_airport,Don's Landing Field,45.36750031,-94.3993988,2,1206,6
10013,32MO,small_airport,Phillips Airport,37.5766983,-90.22599792,4,1474,5
45500,32MS,small_airport,Browns Landing,31.194167,-89.9525,3,1004,6
10014,32NC,small_airport,Hall Field,34.89640045,-79.04309845,2,1411,6
10015,32NE,small_airport,Mc Ginn Ranch Airport,41.72109985,-100.0879974,4,1268,6
10016,32NJ,heliport,George Harms Const Heliport,40.20840073,-74.17459869,12,,
10017,32NK,small_airport,Schoharie Creek Airport,42.75329971,-74.31109619,2,1191,6
10018,32NY,heliport,S J M Landing Heliport,42.42979813,-72.21679688,11,,
10019,32OH,small_airport,Rall Field,40.76119995,-82.41790009,2,1365,7
10020,32OK,small_airport,Flying A Ranch Airport,34.83179855,-95.51750183,4,1327,6
10021,32OR,small_airport,Pine Hollow Airport,45.25479889,-121.2939987,3,1352,5
10022,32PA,small_airport,Yost Personal Use Airport,40.33010101,-77.17720032,4,1348,5
10023,32PN,small_airport,Black Rock Airport,40.73400116,-80.27590179,2,1410,7
10024,32TA,small_airport,Wilbourn Ranch Airport,29.69190025,-97.43360138,3,1129,5
10025,32TE,small_airport,Granite Shoals Municipal Airport,30.58939934,-98.37030029,3,1261,5
45794,32TN,heliport,Southern Tennessee Medical Center Heliport,35.174281,-86.089917,5,,
10026,32TS,heliport,Seton Medical Center H-4 Heliport,30.30439949,-97.7457962,4,,
10027,32TX,small_airport,Hinson Airport,30.05809975,-96.35919952,2,1155,7
10028,32VA,small_airport,Old South Aerodrome,36.677778,-81.928722,4,1386,6
10029,32WA,small_airport,Whitestone Airport,48.72277778,-119.4672222,3,1336,6
10030,32WI,small_airport,Dalonia Airport,44.31639862,-88.70089722,2,1405,7
45933,32WN,small_airport,Bowman Airstrip,45.099606,-88.419733,3,1102,6
45832,32XA,heliport,Medical Center Hospital Heliport,31.846186,-102.374678,11,,
10031,32XS,heliport,Cedar Circle Heliport,32.46149826,-97.00869751,9,,
10032,33A,small_airport,Fairview Airport,35.15729904,-82.12229919,3,1119,7
10033,33AK,small_airport,Nugget Bench Airport,62.51729965,-150.9450073,4,1280,7
10034,33AR,small_airport,Skypoint Estates Airport,35.60219955,-92.14250183,4,1171,5
10035,33AZ,small_airport,Yolo Ranch Airport,34.79859924,-112.9700012,2,1295,5
10036,33C,small_airport,Jablonski Airport,43.0821991,-86.09480286,2,1043,5
10037,33CA,small_airport,Lloyd's Landing Airport,34.9054985,-118.302002,2,1264,6
10038,33CL,small_airport,Oak Country Ranch Airport,35.56829834,-120.7969971,3,1173,5
10039,33CN,heliport,Platform Hillhouse Heliport,34.33110046,-119.6039963,10,,
10040,33CO,small_airport,Melby Ranch Airstrip,37.06499863,-105.4639969,2,1416,7
45337,33CT,small_airport,Irish Hills Farms Airport,41.609444,-73.239722,3,1040,5
10041,33FA,small_airport,Recreation Corporation Airport,27.59810066,-80.84590149,4,1129,6
10042,33FD,small_airport,R O Ranch STOLport,29.9144001,-83.26650238,2,1050,5
10043,33FL,small_airport,Flying S Ranch Airport,27.86086082,-80.99986267,2,1458,6
10044,33GA,small_airport,Hudson River Landing Airport,34.25999832,-83.28669739,4,1091,5
10045,33IA,heliport,Orange City Hospital Heliport,43.01029968,-96.05809784,4,,
10046,33II,heliport,Lifeline Landing Area Heliport,39.65840149,-85.14360046,12,,
10047,33IL,small_airport,John Scharff Airport,40.16609955,-88.89830017,4,1407,5
10048,33IN,heliport,Rusby Field,38.44309998,-86.05780029,5,,
